,modelo,version,precio,segmento
3170,ASX,160DI-D Challenge,23187.0,TTE Compacto
3171,ASX,160DI-D Motion,24687.0,TTE Compacto
3172,ASX,160 MPI Kaiteki,25323.0,TTE Compacto
3173,ASX,160DI-D Motion 4WD,27173.0,TTE Compacto
3174,ASX,160DI-D Kaiteki,27787.0,TTE Compacto
3175,ASX,220DI-D Kaiteki 4WD 6AT,33823.0,TTE Compacto
3181,MONTERO,3.2DI-D Spirit 5AT 190,39225.0,TTE Superior
3182,MONTERO,3.2DI-D Spirit 5AT 190,42225.0,TTE Superior
3183,MONTERO,3.2DI-D Kaiteki 5AT 190,48025.0,TTE Superior
3184,MONTERO,3.2DI-D Kaiteki 5AT 190,51025.0,TTE Superior
3185,OUTLANDER,200 MPI Motion 2WD 5pl. CVT,24988.0,TTE Familiar
3186,OUTLANDER,200 MPI Motion 2WD 7pl. CVT,25898.0,TTE Familiar
3187,OUTLANDER,220DI-D Motion 2WD 5pl.,27398.0,TTE Familiar
3188,OUTLANDER,220DI-D Motion 2WD 7pl.,28328.0,TTE Familiar
3189,OUTLANDER,220DI-D Motion 4WD,31243.0,TTE Familiar
3190,OUTLANDER,220DI-D Motion 6AT 4WD,32623.0,TTE Familiar
3191,OUTLANDER,220DI-D Kaiteki 6AT 4WD,37070.0,TTE Familiar
3192,OUTLANDER,PHEV Kaiteki 4WD,47977.0,TTE Familiar
3193,SPACE STAR,120 MPI Motion,12037.0,Superutilitario
3194,SPACE STAR,120 MPI Kaiteki,13037.0,Superutilitario
3202,370Z,3.7 328,30627.0,Deportivo bajo
3203,370Z,3.7 GT 328,35597.0,Deportivo bajo
3204,370Z,3.7 GT Aut. 328,37577.0,Deportivo bajo
3205,370Z,3.7 Roadster GT 328,38854.0,Deportivo bajo
3206,370Z,3.7 Roadster GT Aut. 328,40824.0,Deportivo bajo
3207,370Z,3.7 NISMO,40830.0,Deportivo bajo
3208,GT-R,3.8 V6 570 Aut.,107663.0,Deportivo alto
3209,GT-R,3.8 V6 570 Black Edition Aut.,112131.0,Deportivo alto
3210,GT-R,3.8 V6 570 Track Edition by NISMO Aut.,125131.0,Deportivo alto
3211,GT-R,3.8 V6 600 NISMO Aut.,184281.0,Deportivo alto
3212,JUKE,1.6 Visia 4x2 94,12495.0,TTE Pequeño
3213,JUKE,1.2 DIG-T Acenta 4x2 115,14659.0,TTE Pequeño
3214,JUKE,1.5dCi Visia 4x2,14809.0,TTE Pequeño
3215,JUKE,1.2 DIG-T N-Connecta 4x2 115,15950.0,TTE Pequeño
3216,JUKE,1.5dCi Acenta 4x2,16014.0,TTE Pequeño
3217,JUKE,1.6 N-Connecta 4x2 XTronic 117,16823.0,TTE Pequeño
3218,JUKE,1.5dCi N-Connecta 4x2,17373.0,TTE Pequeño
3219,JUKE,1.2 DIG-T Dark Sound Edition 4x2 115,17389.0,TTE Pequeño
3220,JUKE,1.2 DIG-T Tekna 4x2 115,17847.0,TTE Pequeño
3221,JUKE,1.5dCi Dark Sound Edition 4x2,18633.0,TTE Pequeño
3222,JUKE,1.6 Tekna 4x2 XTronic 117,18721.0,TTE Pequeño
3223,JUKE,1.6 DIG-T Tekna 4x2 190,19035.0,TTE Pequeño
3224,JUKE,1.5dCi Tekna 4x2,19124.0,TTE Pequeño
3225,JUKE,1.6 DIG-T Tekna 4x4 XTronic 190,22345.0,TTE Pequeño
3226,JUKE,1.6 DIG-T Nismo RS 4x2 218,22474.0,TTE Pequeño
3227,JUKE,1.6 DIG-T Nismo RS 4x4 XTronic 214,25511.0,TTE Pequeño
3228,LEAF,Visia,25401.0,Compacto
3229,LEAF,Visia 30KWh,29068.0,Compacto
3230,LEAF,Acenta 30KWh,30048.0,Compacto
3231,LEAF,Visia+ 30KWh,30468.0,Compacto
3232,LEAF,Tekna 30KWh,31932.0,Compacto
3233,MICRA,1.0 G Visia 73,9929.0,Utilitario/Polivalente
3234,MICRA,1.0 G Visia+ 73,11274.0,Utilitario/Polivalente
3235,MICRA,1.0 G Acenta 73,11711.0,Utilitario/Polivalente
3236,MICRA,IG-T S&S; Visia+ 90,12297.0,Utilitario/Polivalente
3237,MICRA,IG-T S&S; Acenta 90,12722.0,Utilitario/Polivalente
3238,MICRA,IG-T S&S; N-Connecta 90,13692.0,Utilitario/Polivalente
3239,MICRA,IG-T S&S; Tekna 90,13860.0,Utilitario/Polivalente
3240,MICRA,1.5dCi Visia+ 90,13878.0,Utilitario/Polivalente
3241,MICRA,1.5dCi Acenta 90,14299.0,Utilitario/Polivalente
3242,MICRA,1.5dCi N-Connecta 90,15273.0,Utilitario/Polivalente
3243,MICRA,1.5dCi Tekna 90,15412.0,Utilitario/Polivalente
3273,PULSAR,1.2 DIG-T Visia,12254.0,Compacto
3274,PULSAR,1.5 dCi Visia,12908.0,Compacto
3275,PULSAR,1.2 DIG-T Acenta,13602.0,Compacto
3276,PULSAR,1.5 dCi Acenta,14256.0,Compacto
3277,PULSAR,1.2 DIG-T Acenta XTronic,14506.0,Compacto
3278,PULSAR,1.2 DIG-T N-Connecta,14866.0,Compacto
3279,PULSAR,1.5 dCi N-Connecta,15884.0,Compacto
3280,PULSAR,1.2 DIG-T N-Connecta XTronic,15982.0,Compacto
3281,PULSAR,1.2 DIG-T Tekna,16568.0,Compacto
3282,PULSAR,1.6 DIG-T N-Connecta,17318.0,Compacto
3283,PULSAR,1.5 dCi Tekna,17586.0,Compacto
3284,PULSAR,1.2 DIG-T Tekna XTronic,17684.0,Compacto
3285,PULSAR,1.6 DIG-T Tekna,19229.0,Compacto
3286,QASHQAI,1.2 DIG-T Visia 4x2,17356.0,TTE Compacto
3287,QASHQAI,1.5dCi Visia 4x2,18648.0,TTE Compacto
3288,QASHQAI,1.2 DIG-T Acenta 4x2,18766.0,TTE Compacto
3289,QASHQAI,1.6 DIG-T Visia 4x2,18921.0,TTE Compacto
3290,QASHQAI,1.2 DIG-T Visia 4x2 XTronic,18966.0,TTE Compacto
3291,QASHQAI,1.5dCi Acenta 4x2,19831.0,TTE Compacto
3292,QASHQAI,1.2 DIG-T Acenta 4x2 XTronic,20303.0,TTE Compacto
3293,QASHQAI,1.6dCi Visia 4x2,20311.0,TTE Compacto
3294,QASHQAI,1.6 DIG-T Acenta 4x2,20315.0,TTE Compacto
3295,QASHQAI,1.2 DIG-T N-Connecta 4x2,20865.0,TTE Compacto
3296,QASHQAI,1.6dCi Acenta 4x2,21736.0,TTE Compacto
3297,QASHQAI,1.6dCi Visia 4x2 XTronic,21783.0,TTE Compacto
3298,QASHQAI,1.5dCi N-Connecta 4x2,22258.0,TTE Compacto
3299,QASHQAI,1.6 DIG-T N-Connecta 4x2,22459.0,TTE Compacto
3300,QASHQAI,1.2 DIG-T N-Connecta 4x2 XTronic,22527.0,TTE Compacto
3301,QASHQAI,1.6dCi Visia 4x4-i,22543.0,TTE Compacto
3302,QASHQAI,1.2 DIG-T Tekna 4x2,23017.0,TTE Compacto
3303,QASHQAI,1.6dCi Acenta 4x2 XTronic,23208.0,TTE Compacto
3304,QASHQAI,1.6dCi N-Connecta 4x2,23921.0,TTE Compacto
3305,QASHQAI,1.6dCi Acenta 4x4-i,23968.0,TTE Compacto
3306,QASHQAI,1.5dCi Tekna 4x2,24538.0,TTE Compacto
3307,QASHQAI,1.2 DIG-T Tekna 4x2 XTronic,24599.0,TTE Compacto
3308,QASHQAI,1.6 DIG-T Tekna 4x2,24701.0,TTE Compacto
3309,QASHQAI,1.2 DIG-T Tekna+ 4x2,24913.0,TTE Compacto
3310,QASHQAI,1.6dCi N-Connecta 4x2 XTronic,25393.0,TTE Compacto
3311,QASHQAI,1.6dCi N-Connecta 4x4-i,26153.0,TTE Compacto
3312,QASHQAI,1.6dCi Tekna 4x2,26201.0,TTE Compacto
3313,QASHQAI,1.2 DIG-T Tekna+ 4x2 XTronic,26473.0,TTE Compacto
3314,QASHQAI,1.5dCi Tekna+ 4x2,26486.0,TTE Compacto
3315,QASHQAI,1.6 DIG-T Tekna+ 4x2,26584.0,TTE Compacto
3316,QASHQAI,1.6dCi Tekna 4x2 XTronic,27673.0,TTE Compacto
3317,QASHQAI,1.6dCi Tekna+ 4x2,28148.0,TTE Compacto
3318,QASHQAI,1.6dCi Tekna 4x4-i,28433.0,TTE Compacto
3319,QASHQAI,1.6dCi Tekna+ 4x2 XTronic,29621.0,TTE Compacto
3320,QASHQAI,1.6dCi Tekna+ 4x4-i,30381.0,TTE Compacto
3321,X-TRAIL,1.6 DIG-T Visia 4x2,20391.0,TTE Familiar
3322,X-TRAIL,1.6 dCi Visia 4x2,21719.0,TTE Familiar
3323,X-TRAIL,1.6 DIG-T Acenta 4x2,21946.0,TTE Familiar
3324,X-TRAIL,1.6 DIG-T Acenta 4x2 7p.,23326.0,TTE Familiar
3325,X-TRAIL,1.6 dCi Acenta 4x2,23458.0,TTE Familiar
3326,X-TRAIL,1.6 dCi Acenta 4x2 7p.,24799.0,TTE Familiar
3327,X-TRAIL,1.6 DIG-T N-Connecta 4x2,24817.0,TTE Familiar
3328,X-TRAIL,1.6 dCi Acenta 4x2 XTronic,25030.0,TTE Familiar
3329,X-TRAIL,1.6 DIG-T N-Connecta 4x2 7p.,25555.0,TTE Familiar
3330,X-TRAIL,1.6 dCi Acenta 4x4-i,26233.0,TTE Familiar
3331,X-TRAIL,1.6 dCi N-Connecta 4x2,26286.0,TTE Familiar
3332,X-TRAIL,2.0 dCi Acenta 4x2 XTronic,26554.0,TTE Familiar
3333,X-TRAIL,1.6 dCi Acenta 4x2 XTronic 7p.,26640.0,TTE Familiar
3334,X-TRAIL,1.6 dCi N-Connecta 4x2 7p.,27027.0,TTE Familiar
3335,X-TRAIL,2.0 dCi Acenta 4x4-i,27755.0,TTE Familiar
3336,X-TRAIL,1.6 DIG-T Tekna 4x2,27810.0,TTE Familiar
3337,X-TRAIL,1.6 dCi N-Connecta 4x2 XTronic,27860.0,TTE Familiar
3338,X-TRAIL,2.0 dCi Acenta 4x2 XTronic 7p.,27896.0,TTE Familiar
3339,X-TRAIL,1.6 DIG-T Tekna 4x2 7p.,28171.0,TTE Familiar
3340,X-TRAIL,1.6 dCi N-Connecta 4x2 XTronic 7p.,28600.0,TTE Familiar
3341,X-TRAIL,1.6 dCi N-Connecta 4x4-i,29060.0,TTE Familiar
3342,X-TRAIL,1.6 dCi Tekna 4x2,29281.0,TTE Familiar
3343,X-TRAIL,2.0 dCi Acenta 4x4-i XTronic,29330.0,TTE Familiar
3344,X-TRAIL,2.0 dCi N-Connecta 4x2 XTronic,29386.0,TTE Familiar
3345,X-TRAIL,1.6 dCi Tekna 4x2 7p.,29652.0,TTE Familiar
3346,X-TRAIL,1.6 dCi N-Connecta 4x4-i 7p.,29801.0,TTE Familiar
3347,X-TRAIL,2.0 dCi N-Connecta 4x2 XTronic 7p.,30123.0,TTE Familiar
3348,X-TRAIL,2.0 dCi N-Connecta 4x4-i,30588.0,TTE Familiar
3349,X-TRAIL,1.6 dCi Tekna 4x2 XTronic,30854.0,TTE Familiar
3350,X-TRAIL,1.6 dCi Tekna 4x2 XTronic 7p.,31224.0,TTE Familiar
3351,X-TRAIL,2.0 dCi N-Connecta 4x4-i 7p.,31326.0,TTE Familiar
3352,X-TRAIL,1.6 dCi Tekna 4x4-i,32056.0,TTE Familiar
3353,X-TRAIL,2.0 dCi Tekna 4x2 XTronic,32379.0,TTE Familiar
3354,X-TRAIL,1.6 dCi Tekna 4x4-i 7p.,32427.0,TTE Familiar
3355,X-TRAIL,2.0 dCi N-Connecta 4x4-i XTronic,32592.0,TTE Familiar
3356,X-TRAIL,2.0 dCi Tekna 4x2 XTronic 7p.,32748.0,TTE Familiar
3357,X-TRAIL,2.0 dCi N-Connecta 4x4-i XTronic 7p.,32836.0,TTE Familiar
3358,X-TRAIL,2.0 dCi Tekna 4x4-i,33580.0,TTE Familiar
3359,X-TRAIL,2.0 dCi Tekna 4x4-i 7p.,33951.0,TTE Familiar
3360,X-TRAIL,2.0 dCi Tekna 4x4-i XTronic,34938.0,TTE Familiar
3361,ADAM,1.2 XEL S&S; Jam,8521.0,Superutilitario
3362,ADAM,1.4 XEL S&S; Jam,8809.0,Superutilitario
3363,ADAM,1.4 XEL S&S; Unlimited,9129.0,Superutilitario
3364,ADAM,1.4 XEL Jam Aut.,9409.0,Superutilitario
3365,ADAM,1.4 XEL S&S; Glam,9529.0,Superutilitario
3366,ADAM,1.4 XER S&S; Glam,10097.0,Superutilitario
3367,ADAM,1.4 XEL Glam Aut.,10129.0,Superutilitario
3368,ADAM,1.4 XEL GLP Jam,10290.0,Superutilitario
3369,ADAM,1.4 XER S&S; Slam,10713.0,Superutilitario
3370,ADAM,1.4 XEL S&S; Rocks,10937.0,Superutilitario
3371,ADAM,1.4 XEL Rocks Aut.,11429.0,Superutilitario
3372,ADAM,1.4 XER S&S; Rocks,11473.0,Superutilitario
3373,ADAM,1.4 NEH S&S; S,13663.0,Superutilitario
3374,ADAM,1.4 NEH S&S; Rocks S,15268.0,Superutilitario
3375,ASTRA,1.0T S-S Selective,11812.0,Compacto
3376,ASTRA,1.0T S-S Expression,11951.0,Compacto
3377,ASTRA,ST 1.0T S-S Expression 105,12168.0,Compacto
3378,ASTRA,1.4T S-S Selective 125,12570.0,Compacto
3379,ASTRA,ST 1.0T S-S Selective 105,12797.0,Compacto
3380,ASTRA,1.6CDTi Selective 95,12931.0,Compacto
3381,ASTRA,1.6CDTi Selective 110,13154.0,Compacto
3382,ASTRA,ST 1.4T S-S Selective 125,13167.0,Compacto
3383,ASTRA,1.0T S-S Selective Aut.,13175.0,Compacto
3384,ASTRA,1.6CDTi Business 110,13177.0,Compacto
3385,ASTRA,Sedán 1.4T GLP Elegance 140,13268.0,Compacto
3386,ASTRA,ST 1.0T S-S Selective 105 Aut.,13315.0,Compacto
3387,ASTRA,Sedán 1.4T Elegance 140,13350.0,Compacto
3388,ASTRA,Sedán 1.6CDTi S-S Elegance 110,13814.0,Compacto
3389,ASTRA,ST 1.6CDTI Selective 95,13984.0,Compacto
3390,ASTRA,1.4T S-S Dynamic 125,14013.0,Compacto
3391,ASTRA,1.0T S-S Dynamic,14084.0,Compacto
3392,ASTRA,ST 1.0T S-S Dynamic 105,14166.0,Compacto
3393,ASTRA,ST 1.6CDTi Business 110,14206.0,Compacto
3394,ASTRA,Sedán 1.6CDTi S-S Elegance 136,14228.0,Compacto
3395,ASTRA,ST 1.6CDTi Selective 110,14243.0,Compacto
3396,ASTRA,1.6CDTi Dynamic 110,14317.0,Compacto
3397,ASTRA,1.4T S-S Dynamic 150,14391.0,Compacto
3398,ASTRA,1.6CDTi Business + 110,14449.0,Compacto
3399,ASTRA,ST 1.4T S-S Dynamic 125,14536.0,Compacto
3400,ASTRA,ST 1.6CDTi Business + 110,14687.0,Compacto
3401,ASTRA,1.6CDTi S-S Business + 136,14905.0,Compacto
3402,ASTRA,ST 1.4T S-S Dynamic 150,14906.0,Compacto
3403,ASTRA,1.6CDTi S-S Dynamic 136,14931.0,Compacto
3404,ASTRA,Sedán 1.6CDTi Elegance Aut. 136,15106.0,Compacto
3405,ASTRA,ST 1.6CDTi S-S Business + 136,15131.0,Compacto
3406,ASTRA,1.4T S-S Excellence 125,15190.0,Compacto
3407,ASTRA,ST 1.4T S-S Excellence 125,15202.0,Compacto
3408,ASTRA,1.6CDTi Excellence 110,15219.0,Compacto
3409,ASTRA,1.4T S-S Excellence 150,15222.0,Compacto
3410,ASTRA,1.6CDTi S-S Dynamic 160,15471.0,Compacto
3411,ASTRA,ST 1.4T S-S Excellence 150,15572.0,Compacto
3412,ASTRA,ST 1.6CDTi Dynamic 110,15612.0,Compacto
3413,ASTRA,1.6CDTi S-S Excellence 136,15651.0,Compacto
3414,ASTRA,1.6T S-S Dynamic 200,15740.0,Compacto
3415,CABRIO,1.4T S&S; Excellence,21464.0,Deportivo bajo
3416,CABRIO,1.6T S&S; Excellence 200,23489.0,Deportivo bajo
3417,CABRIO,2.0CDTi S&S; Excellence 170,23827.0,Deportivo bajo
3418,CABRIO,1.6T S&S; Excellence Aut.,23851.0,Deportivo bajo
3419,CORSA,1.4 Expression 75,7601.0,Utilitario/Polivalente
3420,CORSA,1.4 Expression 75,8126.0,Utilitario/Polivalente
3421,CORSA,1.4 Business 90,8147.0,Utilitario/Polivalente
3422,CORSA,1.4 Business 90,8528.0,Utilitario/Polivalente
3423,CORSA,1.4 Selective 90,8723.0,Utilitario/Polivalente
3424,CORSA,1.3CDTI Expression 75,8979.0,Utilitario/Polivalente
3425,CORSA,1.3CDTI Business 75,9051.0,Utilitario/Polivalente
3426,CORSA,1.4 Selective 90,9097.0,Utilitario/Polivalente
3427,CORSA,1.4 S&S; Selective 90 MTA,9263.0,Utilitario/Polivalente
3428,CORSA,1.4 Color Edition 90,9270.0,Utilitario/Polivalente
3429,CORSA,1.4 Turbo S&S; Selective 100,9342.0,Utilitario/Polivalente
3430,CORSA,1.3CDTI Expression 75,9360.0,Utilitario/Polivalente
3431,CORSA,1.3CDTI Business75,9432.0,Utilitario/Polivalente
3432,CORSA,1.4 S&S; Selective 90 MTA,9637.0,Utilitario/Polivalente
3433,CORSA,1.4 Color Edition 90,9651.0,Utilitario/Polivalente
3434,CORSA,1.4 Turbo S&S; Selective 100,9716.0,Utilitario/Polivalente
3435,CORSA,1.4 GLP Selective 90,9803.0,Utilitario/Polivalente
3436,CORSA,1.3CDTI S&S; Selective 95,9814.0,Utilitario/Polivalente
3437,CORSA,1.4 Turbo S&S; Color Edition 100,9846.0,Utilitario/Polivalente
3438,CORSA,1.4 Turbo S&S; Selective 100 (4.75),9989.0,Utilitario/Polivalente
3439,CORSA,1.4 Selective 90 Aut.,10023.0,Utilitario/Polivalente
3440,CORSA,1.4 GLP Selective 90,10177.0,Utilitario/Polivalente
3441,CORSA,1.3CDTI S&S; Selective 95,10188.0,Utilitario/Polivalente
3442,CORSA,1.4 Turbo S&S; Color Edition 100,10227.0,Utilitario/Polivalente
3443,CORSA,1.3CDTI S&S; Color Edition 95,10361.0,Utilitario/Polivalente
3444,CORSA,1.4 Turbo S&S; Selective 100 (4.75),10378.0,Utilitario/Polivalente
3445,CORSA,1.3CDTI S&S; Color Edition 95,10743.0,Utilitario/Polivalente
3446,CORSA,1.6 Turbo OPC 210,15694.0,Utilitario/Polivalente
3448,CROSSLAND X,1.2 MPFI Selective 81,12298.0,TTE Pequeño
3449,CROSSLAND X,1.2T S&S; ecoTEC Selective 110,13530.0,TTE Pequeño
3450,CROSSLAND X,1.2T S&S; Selective 130,13754.0,TTE Pequeño
3451,CROSSLAND X,1.2T S&S; ecoTEC Excellence 110,14410.0,TTE Pequeño
3452,CROSSLAND X,1.6T Selective 99,14422.0,TTE Pequeño
3453,CROSSLAND X,1.2T S&S; Excellence 130,14634.0,TTE Pequeño
3454,CROSSLAND X,1.2T S&S; Selective Aut. 110,14967.0,TTE Pequeño
3455,CROSSLAND X,1.6T Excellence 99,15324.0,TTE Pequeño
3456,CROSSLAND X,1.2T S&S; Excellence Aut. 110,15847.0,TTE Pequeño
3457,CROSSLAND X,1.6T S&S; Excellence 120,16247.0,TTE Pequeño
3458,CROSSLAND X,1.2T S&S; Ultimate 130,17834.0,TTE Pequeño
3459,CROSSLAND X,1.6T S&S; Ultimate 120,19491.0,TTE Pequeño
3460,GRANDLAND X,1.2T S&S; Selective 130,20954.0,TTE Compacto
3461,GRANDLAND X,1.2T S&S; Selective 130 (4.75),21776.0,TTE Compacto
3462,GRANDLAND X,1.6CDTi S&S; Selective 120,21872.0,TTE Compacto
3463,GRANDLAND X,1.2T S&S; Excellence 130,22909.0,TTE Compacto
3464,GRANDLAND X,1.6CDTi S&S; Excellence 120,23781.0,TTE Compacto
3465,GRANDLAND X,1.2T S&S; Excellence 130 (4.75),23808.0,TTE Compacto
3466,GRANDLAND X,1.6CDTi S&S; Excellence 120 Aut.,25109.0,TTE Compacto
3467,INSIGNIA,1.5 T XFL S&S; ecoT. Selective 140,18277.0,Familiar
3468,INSIGNIA,1.6CDTI S&S; ecoTEC Selective 110,18933.0,Familiar
3469,INSIGNIA,1.6CDTI S&S; Selective 136,19590.0,Familiar
3470,INSIGNIA,1.5 T XFL S&S; Excellence 140,19831.0,Familiar
3471,INSIGNIA,1.6CDTI S&S; ecoTEC Business 110,19882.0,Familiar
3472,INSIGNIA,ST 1.5 T XFL S&S; Selective 140,20151.0,Familiar
3473,INSIGNIA,1.6CDTI S&S; Business 136,20539.0,Familiar
3474,INSIGNIA,1.5 T XFT S&S; Excellence 165,20941.0,Familiar
3475,INSIGNIA,ST 1.6CDTI S&S; Selective ecoTEC 110,21122.0,Familiar
3476,INSIGNIA,1.6CDTI S&S; Excellence 136,21123.0,Familiar
3477,INSIGNIA,1.6CDTI S&S; Selective Aut. 136,21418.0,Familiar
3478,INSIGNIA,ST 1.5 T XFL S&S; Excellence 140,21726.0,Familiar
3479,INSIGNIA,ST 1.6CDTI S&S; Selective ecoTEC 136,22060.0,Familiar
3480,INSIGNIA,ST 1.6CDTI S&S; Business ecoTEC 110,22097.0,Familiar
3481,INSIGNIA,1.5 T XFT S&S; Excellence Aut. 165,22162.0,Familiar
3482,INSIGNIA,ST 1.5 T XFT S&S; Excellence 165,22851.0,Familiar
3483,INSIGNIA,1.6CDTI S&S; Excellence Aut. 136,22951.0,Familiar
3484,INSIGNIA,ST 1.6CDTI S&S; Business ecoTEC 136,23035.0,Familiar
3485,INSIGNIA,2.0CDTI S&S; Excellence 170,23199.0,Familiar
3486,INSIGNIA,ST 1.6CDTI S&S; Excellence ecoTEC 136,23635.0,Familiar
3487,INSIGNIA,ST 1.6CDTI S&S; Selective ecoT. Aut.136,23893.0,Familiar
3488,INSIGNIA,ST 1.5 T XFT S&S; Excellence Aut. 165,24088.0,Familiar
3489,INSIGNIA,2.0CDTI S&S; Excellence Aut. 170,24404.0,Familiar
3490,INSIGNIA,ST 1.6CDTI S&S; Excellence ecoT. Aut.136,25468.0,Familiar
3491,INSIGNIA,2.0CDTI S&S; Excellence 4x4 170,25476.0,Familiar
3492,INSIGNIA,ST 2.0CDTI S&S; Excellence 170,25536.0,Familiar
3493,INSIGNIA,2.0CDTI S&S; Excellence 4x4 Aut. 210,26680.0,Familiar
3494,INSIGNIA,ST 2.0CDTI S&S; Excellence Aut. 170,26773.0,Familiar
3495,INSIGNIA,2.0 T S&S; Excellence 4x4 Aut. 260,27747.0,Familiar
3496,INSIGNIA,ST 2.0CDTI S&S; Excellence 4x4 170,27907.0,Familiar
3497,INSIGNIA,2.0CDTI S&S; Exclusive Aut. 170,28200.0,Familiar
3498,INSIGNIA,ST 2.0CDTI S&S; Excellence 4x4 Aut. 210,29144.0,Familiar
3499,INSIGNIA,ST 2.0 T NFT S&S; Excellence 4x4 Aut. 260,29777.0,Familiar
3500,INSIGNIA,2.0CDTI S&S; Exclusive 4x4 Aut. 210,30476.0,Familiar
3501,INSIGNIA,ST 2.0CDTI S&S; Exclusive Aut. 170,30673.0,Familiar
3502,INSIGNIA,2.0 T S&S; Exclusive 4x4 Aut. 260,31595.0,Familiar
3503,INSIGNIA,ST 2.0CDTI S&S; Exclusive 4x4 Aut. 210,33044.0,Familiar
3504,INSIGNIA,ST 2.0 T NFT S&S; Exclusive 4x4 Aut. 260,33677.0,Familiar
3505,INSIGNIA COUNTRY TOURER,2.0CDTI S&S; Aut. 170,29359.0,Familiar
3506,INSIGNIA COUNTRY TOURER,2.0CDTI S&S; 4x4 170,30509.0,Familiar
3507,INSIGNIA COUNTRY TOURER,2.0 S&S; Aut. 4x4 260,31631.0,Familiar
3508,INSIGNIA COUNTRY TOURER,2.0CDTI S&S; Aut. 4x4 210,33191.0,Familiar
3509,KARL,1.0 XE Expression,6947.0,Superutilitario
3510,KARL,1.0 XE Selective,7646.0,Superutilitario
3511,KARL,1.0 XE Selective Aut.,8420.0,Superutilitario
3512,MOKKA,X 1.6CDTi S&S; Selective 4x2,14532.0,TTE Compacto
3513,MOKKA,X 1.6CDTi S&S; Business 4x2 110,14532.0,TTE Compacto
3514,MOKKA,X 1.4T S&S; Selective 4x2,14776.0,TTE Compacto
3515,MOKKA,X 1.6CDTi S&S; Selective 4x2 Aut.,15317.0,TTE Compacto
3516,MOKKA,X 1.4T Selective 4x2 Aut.,15908.0,TTE Compacto
3517,MOKKA,X 1.6CDTi S&S; Excellence 4x2,16025.0,TTE Compacto
3518,MOKKA,X 1.6CDTi S&S; Color Edition 4x2,16104.0,TTE Compacto
3519,MOKKA,X 1.6CDTi S&S; Selective 4x4,16542.0,TTE Compacto
3520,MOKKA,X 1.4T S&S; Excellence 4x2,16684.0,TTE Compacto
3521,MOKKA,X 1.4T GLP Selective 4x2,16756.0,TTE Compacto
3522,MOKKA,X 1.4T S&S; Color edition 4x2,16764.0,TTE Compacto
3523,MOKKA,X 1.6CDTi S&S; Excellence 4x2 Aut.,16830.0,TTE Compacto
3524,MOKKA,X 1.4T Excellence 4x2 Aut.,17696.0,TTE Compacto
3525,MOKKA,X 1.6CDTi S&S; Excellence 4x4,17747.0,TTE Compacto
3526,MOKKA,X 1.6CDTi S&S; Selective 4x4 (4.75),17927.0,TTE Compacto
3527,MOKKA,X 1.4T S&S; Excellence 4x4,18732.0,TTE Compacto
3528,MOKKA,X 1.6CDTi S&S; Ultimate 4x2,19013.0,TTE Compacto
3529,MOKKA,X 1.6CDTi S&S; Ultimate 4x2 Aut.,19798.0,TTE Compacto
3530,MOKKA,X 1.4T Excellence 4x4 Aut.,19944.0,TTE Compacto
3531,MOKKA,X 1.4T S&S; Ultimate 4x2,20192.0,TTE Compacto
3532,MOKKA,X 1.4T Ultimate 4x2 Aut.,23452.0,TTE Compacto
3533,ZAFIRA,1.4 T S-S Expression 120,13443.0,Monovolumen compacto
3534,ZAFIRA,1.6CDTI S-S Expression 120,14820.0,Monovolumen compacto
3535,ZAFIRA,1.4 T S-S Selective 140,16138.0,Monovolumen compacto
3536,ZAFIRA,1.6CDTI S-S Business 120,16901.0,Monovolumen compacto
3537,ZAFIRA,1.4 T GLP Selective 140,17258.0,Monovolumen compacto
3538,ZAFIRA,1.6CDTI S-S Selective 120,17266.0,Monovolumen compacto
3539,ZAFIRA,1.6CDTI S-S Selective 134,17704.0,Monovolumen compacto
3540,ZAFIRA,1.4 T S-S Excellence 140,17748.0,Monovolumen compacto
3541,ZAFIRA,1.4 T S-S Excellence Aut. 140,18588.0,Monovolumen compacto
3542,ZAFIRA,1.6CDTI S-S Excellence 134,19383.0,Monovolumen compacto
3543,ZAFIRA,1.4 T S-S Excellence Aut. 140 (9.75),19619.0,Monovolumen compacto
3544,ZAFIRA,2.0CDTI S-S Excellence 170,20151.0,Monovolumen compacto
3545,ZAFIRA,1.6CDTI S-S Excellence 134 (4.75),20435.0,Monovolumen compacto
3546,ZAFIRA,2.0CDTI S-S Excellence Aut. 170,21307.0,Monovolumen compacto
3547,ZAFIRA,2.0CDTI S-S Excellence Aut. 170 (9.75),22454.0,Monovolumen compacto
3548,108,1.2 PureTech Active,7777.0,Superutilitario
3549,108,1.2 PureTech Allure,8023.0,Superutilitario
3550,108,1.0 VTi Active ETG5,8283.0,Superutilitario
3551,108,1.2 PureTech Collection,8345.0,Superutilitario
3552,108,1.0 VTi Allure ETG5,8529.0,Superutilitario
3553,108,Top! 1.2 PureTech Allure,8823.0,Superutilitario
3554,108,Top! 1.2 PureTech Allure,9099.0,Superutilitario
3555,108,Top! 1.2 PureTech Collection,9421.0,Superutilitario
3556,108,Top! 1.0 VTi Allure ETG5,9605.0,Superutilitario
3557,2008,1.2 PureTech Style 82,12063.0,TTE Pequeño
3558,2008,1.6 BlueHDI Style 100,14041.0,TTE Pequeño
3559,2008,1.2 PureTech S&S; Allure 110,14273.0,TTE Pequeño
