,modelo,version,precio,segmento
2744,CLASE C,C Estate 220d 9G-Tronic,40818.0,Deportivo bajo
2745,CLASE C,C Estate 220d 9G-Tronic,40818.0,Familiar
2746,CLASE C,C Coupé 200 9G-Tronic,41464.0,Deportivo bajo
2747,CLASE C,C Coupé 200 9G-Tronic,41464.0,Familiar
2748,CLASE C,C Coupé 220d 9G-Tronic (4.75),41547.0,Deportivo bajo
2749,CLASE C,C Coupé 220d 9G-Tronic (4.75),41547.0,Familiar
2750,CLASE C,C 220d 4Matic 9G-Tronic,43171.0,Deportivo bajo
2751,CLASE C,C 220d 4Matic 9G-Tronic,43171.0,Familiar
2752,CLASE C,C 250d 9G-Tronic,43677.0,Deportivo bajo
2753,CLASE C,C 250d 9G-Tronic,43677.0,Familiar
2754,CLASE C,C Coupé 300 9G-Tronic,43733.0,Deportivo bajo
2755,CLASE C,C Coupé 300 9G-Tronic,43733.0,Familiar
2756,CLASE C,C Coupé 220d 4Matic 9G-Tronic,43970.0,Deportivo bajo
2757,CLASE C,C Coupé 220d 4Matic 9G-Tronic,43970.0,Familiar
2758,CLASE C,C Coupé 250d 9G-Tronic,44478.0,Deportivo bajo
2759,CLASE C,C Coupé 250d 9G-Tronic,44478.0,Familiar
2760,CLASE C,C Cabrio 200,44480.0,Deportivo bajo
2761,CLASE C,C Cabrio 200,44480.0,Familiar
2762,CLASE C,C 220d 9G-Tronic (4.75),44510.0,Deportivo bajo
2763,CLASE C,C 220d 9G-Tronic (4.75),44510.0,Familiar
2764,CLASE C,C Estate 220d 4Matic 7G Plus,44561.0,Deportivo bajo
2765,CLASE C,C Estate 220d 4Matic 7G Plus,44561.0,Familiar
2766,CLASE C,C Cabrio 220d,44762.0,Deportivo bajo
2767,CLASE C,C Cabrio 220d,44762.0,Familiar
2768,CLASE C,C Estate 250d 7G Plus,44972.0,Deportivo bajo
2769,CLASE C,C Estate 250d 7G Plus,44972.0,Familiar
2770,CLASE C,C Estate 220d 9G-Tronic (4.75),45831.0,Deportivo bajo
2771,CLASE C,C Estate 220d 9G-Tronic (4.75),45831.0,Familiar
2772,CLASE C,C 300BlueTec Hybrid,46625.0,Deportivo bajo
2773,CLASE C,C 300BlueTec Hybrid,46625.0,Familiar
2774,CLASE C,C Cabrio 200 9G-Tronic,47280.0,Deportivo bajo
2775,CLASE C,C Cabrio 200 9G-Tronic,47280.0,Familiar
2776,CLASE C,C Estate 300BlueTec Hybrid,47775.0,Deportivo bajo
2777,CLASE C,C Estate 300BlueTec Hybrid,47775.0,Familiar
2778,CLASE C,C 250d 4Matic 7G Plus,48230.0,Deportivo bajo
2779,CLASE C,C 250d 4Matic 7G Plus,48230.0,Familiar
2780,CLASE C,C Estate 250d (4.75) 7G Plus,48380.0,Deportivo bajo
2781,CLASE C,C Estate 250d (4.75) 7G Plus,48380.0,Familiar
2782,CLASE C,C Coupé 250d (4.75) 9G-Tronic,48427.0,Deportivo bajo
2783,CLASE C,C Coupé 250d (4.75) 9G-Tronic,48427.0,Familiar
2784,CLASE C,C Coupé 250d 4Matic 9G-Tronic,48589.0,Deportivo bajo
2785,CLASE C,C Coupé 250d 4Matic 9G-Tronic,48589.0,Familiar
2786,CLASE C,C Cabrio 220d (4.75),48746.0,Deportivo bajo
2787,CLASE C,C Cabrio 220d (4.75),48746.0,Familiar
2788,CLASE C,C 250d 9G-Tronic (4.75),48802.0,Deportivo bajo
2789,CLASE C,C 250d 9G-Tronic (4.75),48802.0,Familiar
2790,CLASE C,C 350 e,48971.0,Deportivo bajo
2791,CLASE C,C 350 e,48971.0,Familiar
2792,CLASE C,C Estate 250d 4Matic 7G Plus,49169.0,Deportivo bajo
2793,CLASE C,C Estate 250d 4Matic 7G Plus,49169.0,Familiar
2794,CLASE CLA,CLA 200d,29462.0,Familiar
2795,CLASE CLA,CLA 180,30416.0,Familiar
2796,CLASE CLA,CLA Shooting Brake 180,30895.0,Familiar
2797,CLASE CLA,CLA 200d 7G-DCT,31631.0,Familiar
2798,CLASE CLA,CLA Shooting Brake 200d 7G-DCT,31978.0,Familiar
2799,CLASE CLA,CLA Shooting Brake 200d,32035.0,Familiar
2800,CLASE CLA,CLA 200,32601.0,Familiar
2801,CLASE CLA,CLA 180 7G-DCT,32695.0,Familiar
2802,CLASE CLA,CLA Shooting Brake 200,33032.0,Familiar
2803,CLASE CLA,CLA Shooting Brake 180 7G-DCT,33123.0,Familiar
2804,CLASE CLA,CLA 220d 7G-DCT,34262.0,Familiar
2805,CLASE CLA,CLA 200 7G-DCT,34880.0,Familiar
2806,CLASE CLA,CLA Shooting Brake 200 7G-DCT,35262.0,Familiar
2807,CLASE CLA,CLA Shooting Brake 220d 7G-DCT,37070.0,Familiar
2808,CLASE CLA,CLA 220d 4Matic 7G-DCT,37507.0,Familiar
2809,CLASE CLA,CLA Shooting Brake 220d 4Matic 7G-DCT,40462.0,Familiar
2810,CLASE CLA,CLA 250 Sport 4Matic 7G-DCT,49545.0,Familiar
2811,CLASE CLA,CLA Shooting Brake 250 Sport 4Matic 7G-DCT,49608.0,Familiar
2812,CLASE CLA,CLA Shooting Brake 45 AMG 4Matic 7G-DCT,59576.0,Familiar
2813,CLASE CLA,CLA 45 AMG 4Matic 7G-DCT,59734.0,Familiar
2814,CLASE CLS,CLS 250d ECO Aut.,58194.0,Berlina
2815,CLASE CLS,CLS 250d Aut.,60465.0,Berlina
2816,CLASE CLS,CLS Shooting Brake 250d Aut.,62374.0,Berlina
2817,CLASE CLS,CLS 250d 4M Aut.,63294.0,Berlina
2818,CLASE CLS,CLS Shooting Brake 250d 4M Aut.,65111.0,Berlina
2819,CLASE CLS,CLS 350d Aut.,65387.0,Berlina
2820,CLASE CLS,CLS Shooting Brake 350d Aut.,67296.0,Berlina
2821,CLASE CLS,CLS 400 4M Aut.,70211.0,Berlina
2822,CLASE CLS,CLS 350d 4M Aut.,70832.0,Berlina
2823,CLASE CLS,CLS Shooting Brake 400 4M Aut.,72189.0,Berlina
2824,CLASE CLS,CLS Shooting Brake 350d 4M Aut.,72856.0,Berlina
2825,CLASE CLS,CLS 63 AMG 4M Aut.,135294.0,Berlina
2826,CLASE CLS,CLS Shooting Brake 63 AMG 4M Aut.,137548.0,Berlina
2827,CLASE CLS,CLS 63 AMG S 4M Aut.,147576.0,Berlina
2828,CLASE CLS,CLS Shooting Brake 63 AMG S 4M Aut.,149945.0,Berlina
2829,CLASE E,E 200d 9G-Tronic 150,43557.0,Berlina
2830,CLASE E,E 200d 9G-Tronic 150,43557.0,Deportivo alto
2831,CLASE E,E Coupé 220d 9G-Tronic,43912.0,Berlina
2832,CLASE E,E Coupé 220d 9G-Tronic,43912.0,Deportivo alto
2833,CLASE E,E 220d 9G-Tronic 194,46099.0,Berlina
2834,CLASE E,E 220d 9G-Tronic 194,46099.0,Deportivo alto
2835,CLASE E,E Coupé 220d 4Matic 9G-Tronic,47951.0,Berlina
2836,CLASE E,E Coupé 220d 4Matic 9G-Tronic,47951.0,Deportivo alto
2837,CLASE E,E 200 9G-Tronic,48089.0,Berlina
2838,CLASE E,E 200 9G-Tronic,48089.0,Deportivo alto
2839,CLASE E,E Estate 200d 9G-Tronic 150,49293.0,Berlina
2840,CLASE E,E Estate 200d 9G-Tronic 150,49293.0,Deportivo alto
2841,CLASE E,E 220d 4Matic 9G-Tronic 194,49868.0,Berlina
2842,CLASE E,E 220d 4Matic 9G-Tronic 194,49868.0,Deportivo alto
2843,CLASE E,E Estate 200 9G-Tronic,50688.0,Berlina
2844,CLASE E,E Estate 200 9G-Tronic,50688.0,Deportivo alto
2845,CLASE E,E Estate 220d 9G-Tronic 194,51719.0,Berlina
2846,CLASE E,E Estate 220d 9G-Tronic 194,51719.0,Deportivo alto
2847,CLASE E,E 300 Aut.,52276.0,Berlina
2848,CLASE E,E 300 Aut.,52276.0,Deportivo alto
2849,CLASE E,E Estate 250 Aut.,52926.0,Berlina
2850,CLASE E,E Estate 250 Aut.,52926.0,Deportivo alto
2851,CLASE E,E 220d 4Matic 9G-Tronic 194 (4.75),53034.0,Berlina
2852,CLASE E,E 220d 4Matic 9G-Tronic 194 (4.75),53034.0,Deportivo alto
2853,CLASE E,E Coupé 300 9G-Tronic,53622.0,Berlina
2854,CLASE E,E Coupé 300 9G-Tronic,53622.0,Deportivo alto
2855,CLASE E,E Cabrio 220d 9G-Tronic,55458.0,Berlina
2856,CLASE E,E Cabrio 220d 9G-Tronic,55458.0,Deportivo alto
2857,CLASE E,E 350d Aut.,55831.0,Berlina
2858,CLASE E,E 350d Aut.,55831.0,Deportivo alto
2859,CLASE E,E Coupé 300 9G-Tronic (9.75),55949.0,Berlina
2860,CLASE E,E Coupé 300 9G-Tronic (9.75),55949.0,Deportivo alto
2861,CLASE E,E Estate 220d 4Matic 9G-Tronic 194,56367.0,Berlina
2862,CLASE E,E Estate 220d 4Matic 9G-Tronic 194,56367.0,Deportivo alto
2863,CLASE E,E Coupé 350d 4Matic 9G-Tronic,56670.0,Berlina
2864,CLASE E,E Coupé 350d 4Matic 9G-Tronic,56670.0,Deportivo alto
2865,CLASE E,E Cabrio 220d 9G-Tronic (4.75),57826.0,Berlina
2866,CLASE E,E Cabrio 220d 9G-Tronic (4.75),57826.0,Deportivo alto
2867,CLASE E,E 350d 4Matic 9G-Tronic,59698.0,Berlina
2868,CLASE E,E 350d 4Matic 9G-Tronic,59698.0,Deportivo alto
2869,CLASE E,E 350 e,59987.0,Berlina
2870,CLASE E,E 350 e,59987.0,Deportivo alto
2871,CLASE E,E Estate 220d 4Matic All-Terrain Aut.,60867.0,Berlina
2872,CLASE E,E Estate 220d 4Matic All-Terrain Aut.,60867.0,Deportivo alto
2873,CLASE E,E Estate 350d Aut.,60981.0,Berlina
2874,CLASE E,E Estate 350d Aut.,60981.0,Deportivo alto
2875,CLASE E,E Cabrio 300 9G-Tronic,62490.0,Berlina
2876,CLASE E,E Cabrio 300 9G-Tronic,62490.0,Deportivo alto
2877,CLASE E,E 350d 4Matic 9G-Tronic (9.75),62590.0,Berlina
2878,CLASE E,E 350d 4Matic 9G-Tronic (9.75),62590.0,Deportivo alto
2879,CLASE E,E Estate 350d Aut. (9.75),63729.0,Berlina
2880,CLASE E,E Estate 350d Aut. (9.75),63729.0,Deportivo alto
2881,CLASE E,E Cabrio 300 9G-Tronic (9.75),65173.0,Berlina
2882,CLASE E,E Cabrio 300 9G-Tronic (9.75),65173.0,Deportivo alto
2883,CLASE E,E Estate 350d 4Matic 9G-Tronic,66127.0,Berlina
2884,CLASE E,E Estate 350d 4Matic 9G-Tronic,66127.0,Deportivo alto
2885,CLASE E,E Coupé 400 4Matic 9G-Tronic,68421.0,Berlina
2886,CLASE E,E Coupé 400 4Matic 9G-Tronic,68421.0,Deportivo alto
2887,CLASE E,E Cabrio 350d 4Matic 9G-Tronic,70626.0,Berlina
2888,CLASE E,E Cabrio 350d 4Matic 9G-Tronic,70626.0,Deportivo alto
2889,CLASE E,E Estate 350d 4Matic All-Terrain Aut.,70717.0,Berlina
2890,CLASE E,E Estate 350d 4Matic All-Terrain Aut.,70717.0,Deportivo alto
2891,CLASE E,E Cabrio 400 4Matic 9G-Tronic,75502.0,Berlina
2892,CLASE E,E Cabrio 400 4Matic 9G-Tronic,75502.0,Deportivo alto
2893,CLASE E,E AMG 43 4Matic Aut.,82032.0,Berlina
2894,CLASE E,E AMG 43 4Matic Aut.,82032.0,Deportivo alto
2895,CLASE E,E Estate AMG 43 4Matic Aut.,86175.0,Berlina
2896,CLASE E,E Estate AMG 43 4Matic Aut.,86175.0,Deportivo alto
2897,CLASE E,E AMG 63 4Matic+ 9G-Tronic,121909.0,Berlina
2898,CLASE E,E AMG 63 4Matic+ 9G-Tronic,121909.0,Deportivo alto
2899,CLASE E,E Estate AMG 63 4Matic+ Aut.,122717.0,Berlina
2900,CLASE E,E Estate AMG 63 4Matic+ Aut.,122717.0,Deportivo alto
2901,CLASE E,E AMG 63 S 4Matic+ 9G-Tronic,134260.0,Berlina
2902,CLASE E,E AMG 63 S 4Matic+ 9G-Tronic,134260.0,Deportivo alto
2903,CLASE E,E Estate AMG 63 S 4Matic+ Aut.,134822.0,Berlina
2904,CLASE E,E Estate AMG 63 S 4Matic+ Aut.,134822.0,Deportivo alto
2905,CLASE G,G 350d Professional Aut.,84686.0,TTE Superior
2906,CLASE G,G 350d Aut.,96715.0,TTE Superior
2907,CLASE G,G 500 Aut.,113068.0,TTE Superior
2908,CLASE G,G 63 AMG Largo Aut.,153318.0,TTE Superior
2909,CLASE G,G 500 4x4,254173.0,TTE Superior
2910,CLASE G,G 65 AMG Largo Aut.,291180.0,TTE Superior
2911,CLASE GLA,GLA 180,28324.0,TTE Compacto
2912,CLASE GLA,GLA 200d,30396.0,TTE Compacto
2913,CLASE GLA,GLA 180 7G-DCT,30615.0,TTE Compacto
2914,CLASE GLA,GLA 200d 7G-DCT,32907.0,TTE Compacto
2915,CLASE GLA,GLA 200,34136.0,TTE Compacto
2916,CLASE GLA,GLA 220d 7G-DCT,35578.0,TTE Compacto
2917,CLASE GLA,GLA 200 7G-DCT,36428.0,TTE Compacto
2918,CLASE GLA,GLA 220d 4Matic 7G-DCT,37708.0,TTE Compacto
2919,CLASE GLA,GLA 250 4Matic 7G-DCT,43543.0,TTE Compacto
2920,CLASE GLA,GLA AMG 45 4Matic 7-DCT,65205.0,TTE Compacto
2921,CLASE GLC,GLC 220d 4Matic Aut.,44331.0,TTE Compacto
2922,CLASE GLC,GLC 250 4Matic Aut.,45113.0,TTE Compacto
2923,CLASE GLC,GLC 250d 4Matic Aut.,46194.0,TTE Compacto
2924,CLASE GLC,GLC Coupé 250 4Matic Aut.,48073.0,TTE Compacto
2925,CLASE GLC,GLC 250 4Matic (9.75) Aut.,48308.0,TTE Compacto
2926,CLASE GLC,GLC Coupé 220d 4Matic Aut.,48603.0,TTE Compacto
2927,CLASE GLC,GLC Coupé 250 4Matic (9.75) Aut.,50712.0,TTE Compacto
2928,CLASE GLC,GLC Coupé 250d 4Matic Aut.,50788.0,TTE Compacto
2929,CLASE GLC,GLC 350e 4Matic,51651.0,TTE Compacto
2930,CLASE GLC,GLC 350d 4Matic Aut.,55739.0,TTE Compacto
2931,CLASE GLC,GLC Coupé 350 e 4Matic,57536.0,TTE Compacto
2932,CLASE GLC,GLC 350d 4Matic (9.75) Aut.,59357.0,TTE Compacto
2933,CLASE GLC,GLC Coupé 350d 4Matic Aut.,59795.0,TTE Compacto
2934,CLASE GLC,GLC 43 AMG 4Matic Aut.,62900.0,TTE Compacto
2935,CLASE GLC,GLC 43 AMG 4Matic Aut.,67032.0,TTE Compacto
2936,CLASE GLC,GLC 43 AMG 4Matic (14.75) Aut.,67106.0,TTE Compacto
2937,CLASE GLE,GLE 250d 4Matic Aut.,56233.0,TTE Superior
2938,CLASE GLE,GLE 350d 4Matic Aut.,64019.0,TTE Superior
2939,CLASE GLE,GLE 500 e 4Matic,69558.0,TTE Superior
2940,CLASE GLE,GLE 43 AMG 4Matic Aut.,73451.0,TTE Superior
2941,CLASE GLE,GLE Coupé 350d 4Matic Aut.,73607.0,TTE Superior
2942,CLASE GLE,GLE Coupé 43 AMG 4Matic Aut.,87586.0,TTE Superior
2943,CLASE GLE,GLE 63 AMG 4Matic Aut.,121168.0,TTE Superior
2944,CLASE GLE,GLE Coupé 63 AMG 4Matic Aut.,128480.0,TTE Superior
2945,CLASE GLE,GLE 63 AMG S 4Matic Aut.,131690.0,TTE Superior
2946,CLASE GLE,GLE Coupé 63 AMG S 4Matic Aut.,139451.0,TTE Superior
2947,CLASE GLS,GLS 350d 4Matic Aut.,82327.0,TTE Superior
2948,CLASE GLS,GLS 400 4Matic Aut.,86412.0,TTE Superior
2949,CLASE GLS,GLS 500 4Matic Aut.,106490.0,TTE Superior
2950,CLASE GLS,GLS 63 AMG 4Matic Aut.,144509.0,TTE Superior
2951,CLASE S,S 350d 4M 9G-Tronic,93954.0,Deportivo alto
2952,CLASE S,S 350d 4M 9G-Tronic,93954.0,Gran lujo
2953,CLASE S,S 350d 4M Largo 9G-Tronic,96254.0,Deportivo alto
2954,CLASE S,S 350d 4M Largo 9G-Tronic,96254.0,Gran lujo
2955,CLASE S,S 400d 4M 9G-Tronic,97312.0,Deportivo alto
2956,CLASE S,S 400d 4M 9G-Tronic,97312.0,Gran lujo
2957,CLASE S,S 400d 4M Largo 9G-Tronic,98416.0,Deportivo alto
2958,CLASE S,S 400d 4M Largo 9G-Tronic,98416.0,Gran lujo
2959,CLASE S,S 560 4M 9G-Tronic,124255.0,Deportivo alto
2960,CLASE S,S 560 4M 9G-Tronic,124255.0,Gran lujo
2961,CLASE S,S 560 4M Largo 9G-Tronic,126785.0,Deportivo alto
2962,CLASE S,S 560 4M Largo 9G-Tronic,126785.0,Gran lujo
2963,CLASE S,S Coupé 500 4M Aut.,143298.0,Deportivo alto
2964,CLASE S,S Coupé 500 4M Aut.,143298.0,Gran lujo
2965,CLASE S,Maybach S 560 4M Aut.,145599.0,Deportivo alto
2966,CLASE S,Maybach S 560 4M Aut.,145599.0,Gran lujo
2967,CLASE S,S Cabrio 500 Aut.,154062.0,Deportivo alto
2968,CLASE S,S Cabrio 500 Aut.,154062.0,Gran lujo
2969,CLASE S,S 63 AMG 4M Largo Aut.,177845.0,Deportivo alto
2970,CLASE S,S 63 AMG 4M Largo Aut.,177845.0,Gran lujo
2971,CLASE S,S Coupé 63 AMG 4Matic Aut.,192334.0,Deportivo alto
2972,CLASE S,S Coupé 63 AMG 4Matic Aut.,192334.0,Gran lujo
2973,CLASE S,S Cabrio 63 AMG 4Matic Aut.,206755.0,Deportivo alto
2974,CLASE S,S Cabrio 63 AMG 4Matic Aut.,206755.0,Gran lujo
2975,CLASE S,S Coupé 65 AMG Aut.,271661.0,Deportivo alto
2976,CLASE S,S Coupé 65 AMG Aut.,271661.0,Gran lujo
2977,CLASE S,S Cabrio 65 AMG Aut.,281566.0,Deportivo alto
2978,CLASE S,S Cabrio 65 AMG Aut.,281566.0,Gran lujo
2979,CLASE SL,SL 400 Aut.,109955.0,Deportivo alto
2980,CLASE SL,SL 500 Aut.,133224.0,Deportivo alto
2981,CLASE SL,SL 63 AMG Aut.,179523.0,Deportivo alto
2982,CLASE SL,SL 65 AMG Aut.,266946.0,Deportivo alto
2983,CLASE SLC,SLC 200,42294.0,Deportivo bajo
2984,CLASE SLC,SLC 200 9G-Tronic,44914.0,Deportivo bajo
2985,CLASE SLC,SLC 250d Aut.,46004.0,Deportivo bajo
2986,CLASE SLC,SLC 43 AMG Aut.,62666.0,Deportivo bajo
3027,COUNTRYMAN,Mini  One,20689.0,TTE Pequeño
3028,COUNTRYMAN,Mini  One D,20996.0,TTE Pequeño
3029,COUNTRYMAN,Mini  One Aut.,22362.0,TTE Pequeño
3030,COUNTRYMAN,Mini  Cooper,22943.0,TTE Pequeño
3031,COUNTRYMAN,Mini  Cooper D,24172.0,TTE Pequeño
3032,COUNTRYMAN,Mini  Cooper Aut.,24599.0,TTE Pequeño
3033,COUNTRYMAN,Mini  Cooper ALL4,25013.0,TTE Pequeño
3034,COUNTRYMAN,Mini  Cooper D Aut.,25868.0,TTE Pequeño
3035,COUNTRYMAN,Mini  Cooper S 192,25970.0,TTE Pequeño
3036,COUNTRYMAN,Mini  Cooper D ALL4,26038.0,TTE Pequeño
3037,COUNTRYMAN,Mini  Cooper ALL4 Aut.,26719.0,TTE Pequeño
3038,COUNTRYMAN,Mini  Cooper D ALL4 Aut.,27735.0,TTE Pequeño
3039,COUNTRYMAN,Mini  Cooper S Aut. 192,27764.0,TTE Pequeño
3040,COUNTRYMAN,Mini  Cooper S ALL4 192,28040.0,TTE Pequeño
3041,COUNTRYMAN,Mini  Cooper SD Aut.,28866.0,TTE Pequeño
3042,COUNTRYMAN,Mini  Cooper S ALL4 Aut. 192,29834.0,TTE Pequeño
3043,COUNTRYMAN,Mini  Cooper S ALL4 (9.75) 192,29920.0,TTE Pequeño
3044,COUNTRYMAN,Mini  Cooper SD ALL4 Aut.,30823.0,TTE Pequeño
3045,COUNTRYMAN,Mini  Cooper S E ALL4,30914.0,TTE Pequeño
3046,COUNTRYMAN,Mini  John Cooper Works ALL4,32596.0,TTE Pequeño
3047,COUNTRYMAN,Mini  John Cooper Works ALL4 Aut.,33207.0,TTE Pequeño
3048,MINI,One First,13569.0,Deportivo bajo
3049,MINI,One First,13569.0,TTE Pequeño
3050,MINI,One First,13569.0,Utilitario/Polivalente
3051,MINI,One,15319.0,Deportivo bajo
3052,MINI,One,15319.0,TTE Pequeño
3053,MINI,One,15319.0,Utilitario/Polivalente
3054,MINI,One,15341.0,Deportivo bajo
3055,MINI,One,15341.0,TTE Pequeño
3056,MINI,One,15341.0,Utilitario/Polivalente
3057,MINI,One D,15950.0,Deportivo bajo
3058,MINI,One D,15950.0,TTE Pequeño
3059,MINI,One D,15950.0,Utilitario/Polivalente
3060,MINI,One D,16733.0,Deportivo bajo
3061,MINI,One D,16733.0,TTE Pequeño
3062,MINI,One D,16733.0,Utilitario/Polivalente
3063,MINI,One Aut.,16864.0,Deportivo bajo
3064,MINI,One Aut.,16864.0,TTE Pequeño
3065,MINI,One Aut.,16864.0,Utilitario/Polivalente
3066,MINI,One Aut.,16912.0,Deportivo bajo
3067,MINI,One Aut.,16912.0,TTE Pequeño
3068,MINI,One Aut.,16912.0,Utilitario/Polivalente
3069,MINI,Cooper,17560.0,Deportivo bajo
3070,MINI,Cooper,17560.0,TTE Pequeño
3071,MINI,Cooper,17560.0,Utilitario/Polivalente
3072,MINI,Cooper,17640.0,Deportivo bajo
3073,MINI,Cooper,17640.0,TTE Pequeño
3074,MINI,Cooper,17640.0,Utilitario/Polivalente
3075,MINI,Cabrio One,18169.0,Deportivo bajo
3076,MINI,Cabrio One,18169.0,TTE Pequeño
3077,MINI,Cabrio One,18169.0,Utilitario/Polivalente
3078,MINI,Cooper D,18256.0,Deportivo bajo
3079,MINI,Cooper D,18256.0,TTE Pequeño
3080,MINI,Cooper D,18256.0,Utilitario/Polivalente
3081,MINI,Clubman One,18995.0,Deportivo bajo
3082,MINI,Clubman One,18995.0,TTE Pequeño
3083,MINI,Clubman One,18995.0,Utilitario/Polivalente
3084,MINI,Cooper D,19039.0,Deportivo bajo
3085,MINI,Cooper D,19039.0,TTE Pequeño
3086,MINI,Cooper D,19039.0,Utilitario/Polivalente
3087,MINI,Cooper Aut.,19082.0,Deportivo bajo
3088,MINI,Cooper Aut.,19082.0,TTE Pequeño
3089,MINI,Cooper Aut.,19082.0,Utilitario/Polivalente
3090,MINI,Cooper Aut.,19232.0,Deportivo bajo
3091,MINI,Cooper Aut.,19232.0,TTE Pequeño
3092,MINI,Cooper Aut.,19232.0,Utilitario/Polivalente
3093,MINI,Cooper D Aut.,19778.0,Deportivo bajo
3094,MINI,Cooper D Aut.,19778.0,TTE Pequeño
3095,MINI,Cooper D Aut.,19778.0,Utilitario/Polivalente
3096,MINI,Clubman One D,19865.0,Deportivo bajo
3097,MINI,Clubman One D,19865.0,TTE Pequeño
3098,MINI,Clubman One D,19865.0,Utilitario/Polivalente
3099,MINI,Cabrio Cooper,20387.0,Deportivo bajo
3100,MINI,Cabrio Cooper,20387.0,TTE Pequeño
3101,MINI,Cabrio Cooper,20387.0,Utilitario/Polivalente
3102,MINI,Clubman One (4.75),20464.0,Deportivo bajo
3103,MINI,Clubman One (4.75),20464.0,TTE Pequeño
3104,MINI,Clubman One (4.75),20464.0,Utilitario/Polivalente
3105,MINI,Clubman Aut. One,20561.0,Deportivo bajo
3106,MINI,Clubman Aut. One,20561.0,TTE Pequeño
3107,MINI,Clubman Aut. One,20561.0,Utilitario/Polivalente
3108,MINI,Cooper D Aut.,20561.0,Deportivo bajo
3109,MINI,Cooper D Aut.,20561.0,TTE Pequeño
3110,MINI,Cooper D Aut.,20561.0,Utilitario/Polivalente
3111,MINI,Clubman Cooper,21127.0,Deportivo bajo
3112,MINI,Clubman Cooper,21127.0,TTE Pequeño
3113,MINI,Clubman Cooper,21127.0,Utilitario/Polivalente
3114,MINI,Clubman One D Aut.,21431.0,Deportivo bajo
3115,MINI,Clubman One D Aut.,21431.0,TTE Pequeño
3116,MINI,Clubman One D Aut.,21431.0,Utilitario/Polivalente
3117,MINI,Cabrio Cooper Aut.,21910.0,Deportivo bajo
3118,MINI,Cabrio Cooper Aut.,21910.0,TTE Pequeño
3119,MINI,Cabrio Cooper Aut.,21910.0,Utilitario/Polivalente
3120,MINI,Cabrio Cooper D,21910.0,Deportivo bajo
3121,MINI,Cabrio Cooper D,21910.0,TTE Pequeño
3122,MINI,Cabrio Cooper D,21910.0,Utilitario/Polivalente
3123,MINI,Clubman Aut. One (4.75),22092.0,Deportivo bajo
3124,MINI,Clubman Aut. One (4.75),22092.0,TTE Pequeño
3125,MINI,Clubman Aut. One (4.75),22092.0,Utilitario/Polivalente
3126,MINI,Clubman Cooper (4.75),22680.0,Deportivo bajo
3127,MINI,Clubman Cooper (4.75),22680.0,TTE Pequeño
3128,MINI,Clubman Cooper (4.75),22680.0,Utilitario/Polivalente
3129,MINI,Clubman Cooper Aut.,22693.0,Deportivo bajo
3130,MINI,Clubman Cooper Aut.,22693.0,TTE Pequeño
3131,MINI,Clubman Cooper Aut.,22693.0,Utilitario/Polivalente
3132,MINI,Cooper S,22732.0,Deportivo bajo
3133,MINI,Cooper S,22732.0,TTE Pequeño
3134,MINI,Cooper S,22732.0,Utilitario/Polivalente
3135,MINI,Clubman Cooper D,23041.0,Deportivo bajo
3136,MINI,Clubman Cooper D,23041.0,TTE Pequeño
3137,MINI,Clubman Cooper D,23041.0,Utilitario/Polivalente
3138,MINI,Cooper S,23053.0,Deportivo bajo
3139,MINI,Cooper S,23053.0,TTE Pequeño
3140,MINI,Cooper S,23053.0,Utilitario/Polivalente
3141,MINI,Cooper SD,23128.0,Deportivo bajo
3142,MINI,Cooper SD,23128.0,TTE Pequeño
3143,MINI,Cooper SD,23128.0,Utilitario/Polivalente
3144,MINI,Cabrio Cooper D Aut.,23432.0,Deportivo bajo
3145,MINI,Cabrio Cooper D Aut.,23432.0,TTE Pequeño
3146,MINI,Cabrio Cooper D Aut.,23432.0,Utilitario/Polivalente
3147,MINI,Cooper SD,23911.0,Deportivo bajo
3148,MINI,Cooper SD,23911.0,TTE Pequeño
3149,MINI,Cooper SD,23911.0,Utilitario/Polivalente
3150,MINI,Cabrio Cooper Aut. (4.75),23945.0,Deportivo bajo
3151,MINI,Cabrio Cooper Aut. (4.75),23945.0,TTE Pequeño
3152,MINI,Cabrio Cooper Aut. (4.75),23945.0,Utilitario/Polivalente
3153,MINI,Clubman Cooper S,24255.0,Deportivo bajo
3154,MINI,Clubman Cooper S,24255.0,TTE Pequeño
3155,MINI,Clubman Cooper S,24255.0,Utilitario/Polivalente
3156,MINI,Cooper S Aut.,24255.0,Deportivo bajo
3157,MINI,Cooper S Aut.,24255.0,TTE Pequeño
3158,MINI,Cooper S Aut.,24255.0,Utilitario/Polivalente
3159,MINI,Clubman Cooper Aut. (4.75),24307.0,Deportivo bajo
3160,MINI,Clubman Cooper Aut. (4.75),24307.0,TTE Pequeño
3161,MINI,Clubman Cooper Aut. (4.75),24307.0,Utilitario/Polivalente
3162,MINI,Cooper S Aut.,24646.0,Deportivo bajo
3163,MINI,Cooper S Aut.,24646.0,TTE Pequeño
3164,MINI,Cooper S Aut.,24646.0,Utilitario/Polivalente
3165,MINI,Cooper SD Aut.,24650.0,Deportivo bajo
3166,MINI,Cooper SD Aut.,24650.0,TTE Pequeño
3167,MINI,Cooper SD Aut.,24650.0,Utilitario/Polivalente
3168,ASX,160 MPI Challenge,20723.0,TTE Compacto
3169,ASX,160 MPI Motion,22223.0,TTE Compacto
